                   x               P1(x)               P3(x)               P5(x)               P7(x)
          -0.0227023              -0.023               0.034              -0.042               0.049
          -0.0225023              -0.023               0.034              -0.042               0.049
          -0.0223022              -0.022               0.033              -0.042               0.049
          -0.0221022              -0.022               0.033              -0.041               0.048
          -0.0219022              -0.022               0.033              -0.041               0.048
          -0.0217022              -0.022               0.033              -0.041               0.047
          -0.0215022              -0.022               0.032               -0.04               0.047
          -0.0213021              -0.021               0.032               -0.04               0.046
          -0.0211021              -0.021               0.032              -0.039               0.046
          -0.0209021              -0.021               0.031              -0.039               0.046
          -0.0207021              -0.021               0.031              -0.039               0.045
          -0.0205021              -0.021               0.031              -0.038               0.045
           -0.020302               -0.02                0.03              -0.038               0.044
           -0.020102               -0.02                0.03              -0.038               0.044
           -0.019902               -0.02                0.03              -0.037               0.043
           -0.019702               -0.02                0.03              -0.037               0.043
           -0.019502               -0.02               0.029              -0.037               0.043
          -0.0193019              -0.019               0.029              -0.036               0.042
          -0.0191019              -0.019               0.029              -0.036               0.042
          -0.0189019              -0.019               0.028              -0.035               0.041
          -0.0187019              -0.019               0.028              -0.035               0.041
          -0.0185019              -0.019               0.028              -0.035                0.04
          -0.0183018              -0.018               0.027              -0.034                0.04
          -0.0181018              -0.018               0.027              -0.034               0.039
          -0.0179018              -0.018               0.027              -0.034               0.039
          -0.0177018              -0.018               0.027              -0.033               0.039
          -0.0175018              -0.018               0.026              -0.033               0.038
          -0.0173017              -0.017               0.026              -0.032               0.038
          -0.0171017              -0.017               0.026              -0.032               0.037
          -0.0169017              -0.017               0.025              -0.032               0.037
          -0.0167017              -0.017               0.025              -0.031               0.036
          -0.0165017              -0.017               0.025              -0.031               0.036
          -0.0163016              -0.016               0.024              -0.031               0.036
          -0.0161016              -0.016               0.024               -0.03               0.035
          -0.0159016              -0.016               0.024               -0.03               0.035
          -0.0157016              -0.016               0.024              -0.029               0.034
          -0.0155016              -0.016               0.023              -0.029               0.034
          -0.0153015              -0.015               0.023              -0.029               0.033
          -0.0151015              -0.015               0.023              -0.028               0.033
          -0.0149015              -0.015               0.022              -0.028               0.033
          -0.0147015              -0.015               0.022              -0.028               0.032
          -0.0145015              -0.015               0.022              -0.027               0.032
          -0.0143014              -0.014               0.021              -0.027               0.031
          -0.0141014              -0.014               0.021              -0.026               0.031
          -0.0139014              -0.014               0.021              -0.026                0.03
          -0.0137014              -0.014               0.021              -0.026                0.03
          -0.0135014              -0.014                0.02              -0.025               0.029
          -0.0133013              -0.013                0.02              -0.025               0.029
          -0.0131013              -0.013                0.02              -0.025               0.029
          -0.0129013              -0.013               0.019              -0.024               0.028
          -0.0127013              -0.013               0.019              -0.024               0.028
          -0.0125013              -0.013               0.019              -0.023               0.027
          -0.0123012              -0.012               0.018              -0.023               0.027
          -0.0121012              -0.012               0.018              -0.023               0.026
          -0.0119012              -0.012               0.018              -0.022               0.026
          -0.0117012              -0.012               0.018              -0.022               0.026
          -0.0115012              -0.012               0.017              -0.022               0.025
          -0.0113011              -0.011               0.017              -0.021               0.025
          -0.0111011              -0.011               0.017              -0.021               0.024
          -0.0109011              -0.011               0.016               -0.02               0.024
          -0.0107011              -0.011               0.016               -0.02               0.023
          -0.0105011              -0.011               0.016               -0.02               0.023
           -0.010301               -0.01               0.015              -0.019               0.023
           -0.010101               -0.01               0.015              -0.019               0.022
         -0.00990099               -0.01               0.015              -0.019               0.022
         -0.00970097               -0.01               0.015              -0.018               0.021
         -0.00950095               -0.01               0.014              -0.018               0.021
         -0.00930093              -0.009               0.014              -0.017                0.02
         -0.00910091              -0.009               0.014              -0.017                0.02
         -0.00890089              -0.009               0.013              -0.017               0.019
         -0.00870087              -0.009               0.013              -0.016               0.019
         -0.00850085              -0.009               0.013              -0.016               0.019
         -0.00830083              -0.008               0.012              -0.016               0.018
         -0.00810081              -0.008               0.012              -0.015               0.018
         -0.00790079              -0.008               0.012              -0.015               0.017
         -0.00770077              -0.008               0.012              -0.014               0.017
         -0.00750075              -0.008               0.011              -0.014               0.016
         -0.00730073              -0.007               0.011              -0.014               0.016
         -0.00710071              -0.007               0.011              -0.013               0.016
         -0.00690069              -0.007                0.01              -0.013               0.015
         -0.00670067              -0.007                0.01              -0.013               0.015
         -0.00650065              -0.007                0.01              -0.012               0.014
         -0.00630063              -0.006               0.009              -0.012               0.014
         -0.00610061              -0.006               0.009              -0.011               0.013
         -0.00590059              -0.006               0.009              -0.011               0.013
         -0.00570057              -0.006               0.009              -0.011               0.012
         -0.00550055              -0.006               0.008               -0.01               0.012
         -0.00530053              -0.005               0.008               -0.01               0.012
         -0.00510051              -0.005               0.008               -0.01               0.011
         -0.00490049              -0.005               0.007              -0.009               0.011
         -0.00470047              -0.005               0.007              -0.009                0.01
         -0.00450045              -0.005               0.007              -0.008                0.01
         -0.00430043              -0.004               0.006              -0.008               0.009
         -0.00410041              -0.004               0.006              -0.008               0.009
         -0.00390039              -0.004               0.006              -0.007               0.009
         -0.00370037              -0.004               0.006              -0.007               0.008
         -0.00350035              -0.004               0.005              -0.007               0.008
         -0.00330033              -0.003               0.005              -0.006               0.007
         -0.00310031              -0.003               0.005              -0.006               0.007
         -0.00290029              -0.003               0.004              -0.005               0.006
         -0.00270027              -0.003               0.004              -0.005               0.006
         -0.00250025              -0.003               0.004              -0.005               0.005
         -0.00230023              -0.002               0.003              -0.004               0.005
         -0.00210021              -0.002               0.003              -0.004               0.005
         -0.00190019              -0.002               0.003              -0.004               0.004
         -0.00170017              -0.002               0.003              -0.003               0.004
         -0.00150015              -0.002               0.002              -0.003               0.003
         -0.00130013              -0.001               0.002              -0.002               0.003
         -0.00110011              -0.001               0.002              -0.002               0.002
         -0.00090009              -0.001               0.001              -0.002               0.002
         -0.00070007              -0.001               0.001              -0.001               0.002
         -0.00050005              -0.001               0.001              -0.001               0.001
         -0.00030003                  -0                   0              -0.001               0.001
         -0.00010001                  -0                   0                  -0                   0
          0.00010001                   0                  -0                   0                  -0
          0.00030003                   0                  -0               0.001              -0.001
          0.00050005               0.001              -0.001               0.001              -0.001
          0.00070007               0.001              -0.001               0.001              -0.002
          0.00090009               0.001              -0.001               0.002              -0.002
          0.00110011               0.001              -0.002               0.002              -0.002
          0.00130013               0.001              -0.002               0.002              -0.003
          0.00150015               0.002              -0.002               0.003              -0.003
          0.00170017               0.002              -0.003               0.003              -0.004
          0.00190019               0.002              -0.003               0.004              -0.004
          0.00210021               0.002              -0.003               0.004              -0.005
          0.00230023               0.002              -0.003               0.004              -0.005
          0.00250025               0.003              -0.004               0.005              -0.005
          0.00270027               0.003              -0.004               0.005              -0.006
          0.00290029               0.003              -0.004               0.005              -0.006
          0.00310031               0.003              -0.005               0.006              -0.007
          0.00330033               0.003              -0.005               0.006              -0.007
          0.00350035               0.004              -0.005               0.007              -0.008
          0.00370037               0.004              -0.006               0.007              -0.008
          0.00390039               0.004              -0.006               0.007              -0.009
          0.00410041               0.004              -0.006               0.008              -0.009
          0.00430043               0.004              -0.006               0.008              -0.009
          0.00450045               0.005              -0.007               0.008               -0.01
          0.00470047               0.005              -0.007               0.009               -0.01
          0.00490049               0.005              -0.007               0.009              -0.011
          0.00510051               0.005              -0.008                0.01              -0.011
          0.00530053               0.005              -0.008                0.01              -0.012
          0.00550055               0.006              -0.008                0.01              -0.012
          0.00570057               0.006              -0.009               0.011              -0.012
          0.00590059               0.006              -0.009               0.011              -0.013
          0.00610061               0.006              -0.009               0.011              -0.013
          0.00630063               0.006              -0.009               0.012              -0.014
          0.00650065               0.007               -0.01               0.012              -0.014
          0.00670067               0.007               -0.01               0.013              -0.015
          0.00690069               0.007               -0.01               0.013              -0.015
          0.00710071               0.007              -0.011               0.013              -0.016
          0.00730073               0.007              -0.011               0.014              -0.016
          0.00750075               0.008              -0.011               0.014              -0.016
          0.00770077               0.008              -0.012               0.014              -0.017
          0.00790079               0.008              -0.012               0.015              -0.017
          0.00810081               0.008              -0.012               0.015              -0.018
          0.00830083               0.008              -0.012               0.016              -0.018
          0.00850085               0.009              -0.013               0.016              -0.019
          0.00870087               0.009              -0.013               0.016              -0.019
          0.00890089               0.009              -0.013               0.017              -0.019
          0.00910091               0.009              -0.014               0.017               -0.02
          0.00930093               0.009              -0.014               0.017               -0.02
          0.00950095                0.01              -0.014               0.018              -0.021
          0.00970097                0.01              -0.015               0.018              -0.021
          0.00990099                0.01              -0.015               0.019              -0.022
            0.010101                0.01              -0.015               0.019              -0.022
            0.010301                0.01              -0.015               0.019              -0.023
           0.0105011               0.011              -0.016                0.02              -0.023
           0.0107011               0.011              -0.016                0.02              -0.023
           0.0109011               0.011              -0.016                0.02              -0.024
           0.0111011               0.011              -0.017               0.021              -0.024
           0.0113011               0.011              -0.017               0.021              -0.025
           0.0115012               0.012              -0.017               0.022              -0.025
           0.0117012               0.012              -0.018               0.022              -0.026
           0.0119012               0.012              -0.018               0.022              -0.026
           0.0121012               0.012              -0.018               0.023              -0.026
           0.0123012               0.012              -0.018               0.023              -0.027
           0.0125013               0.013              -0.019               0.023              -0.027
           0.0127013               0.013              -0.019               0.024              -0.028
           0.0129013               0.013              -0.019               0.024              -0.028
           0.0131013               0.013               -0.02               0.025              -0.029
           0.0133013               0.013               -0.02               0.025              -0.029
           0.0135014               0.014               -0.02               0.025              -0.029
           0.0137014               0.014              -0.021               0.026               -0.03
           0.0139014               0.014              -0.021               0.026               -0.03
           0.0141014               0.014              -0.021               0.026              -0.031
           0.0143014               0.014              -0.021               0.027              -0.031
           0.0145015               0.015              -0.022               0.027              -0.032
           0.0147015               0.015              -0.022               0.028              -0.032
           0.0149015               0.015              -0.022               0.028              -0.033
           0.0151015               0.015              -0.023               0.028              -0.033
           0.0153015               0.015              -0.023               0.029              -0.033
           0.0155016               0.016              -0.023               0.029              -0.034
           0.0157016               0.016              -0.024               0.029              -0.034
           0.0159016               0.016              -0.024                0.03              -0.035
           0.0161016               0.016              -0.024                0.03              -0.035
           0.0163016               0.016              -0.024               0.031              -0.036
           0.0165017               0.017              -0.025               0.031              -0.036
           0.0167017               0.017              -0.025               0.031              -0.036
           0.0169017               0.017              -0.025               0.032              -0.037
           0.0171017               0.017              -0.026               0.032              -0.037
           0.0173017               0.017              -0.026               0.032              -0.038
           0.0175018               0.018              -0.026               0.033              -0.038
           0.0177018               0.018              -0.027               0.033              -0.039
           0.0179018               0.018              -0.027               0.034              -0.039
           0.0181018               0.018              -0.027               0.034              -0.039
           0.0183018               0.018              -0.027               0.034               -0.04
           0.0185019               0.019              -0.028               0.035               -0.04
           0.0187019               0.019              -0.028               0.035              -0.041
           0.0189019               0.019              -0.028               0.035              -0.041
           0.0191019               0.019              -0.029               0.036              -0.042
           0.0193019               0.019              -0.029               0.036              -0.042
            0.019502                0.02              -0.029               0.037              -0.043
            0.019702                0.02               -0.03               0.037              -0.043
            0.019902                0.02               -0.03               0.037              -0.043
            0.020102                0.02               -0.03               0.038              -0.044
            0.020302                0.02               -0.03               0.038              -0.044
           0.0205021               0.021              -0.031               0.038              -0.045
           0.0207021               0.021              -0.031               0.039              -0.045
           0.0209021               0.021              -0.031               0.039              -0.046
           0.0211021               0.021              -0.032               0.039              -0.046
           0.0213021               0.021              -0.032                0.04              -0.046
           0.0215022               0.022              -0.032                0.04              -0.047
           0.0217022               0.022              -0.033               0.041              -0.047
           0.0219022               0.022              -0.033               0.041              -0.048
           0.0221022               0.022              -0.033               0.041              -0.048
           0.0223022               0.022              -0.033               0.042              -0.049
           0.0225023               0.023              -0.034               0.042              -0.049
           0.0227023               0.023              -0.034               0.042              -0.049
           0.0229023               0.023              -0.034               0.043               -0.05
           0.0231023               0.023              -0.035               0.043               -0.05
           0.0233023               0.023              -0.035               0.044              -0.051
           0.0235024               0.024              -0.035               0.044              -0.051
           0.0237024               0.024              -0.036               0.044              -0.052
           0.0239024               0.024              -0.036               0.045              -0.052
           0.0241024               0.024              -0.036               0.045              -0.052
           0.0243024               0.024              -0.036               0.045              -0.053
           0.0245025               0.025              -0.037               0.046              -0.053
           0.0247025               0.025              -0.037               0.046              -0.054
           0.0249025               0.025              -0.037               0.047              -0.054
           0.0251025               0.025              -0.038               0.047              -0.055
           0.0253025               0.025              -0.038               0.047              -0.055
           0.0255026               0.026              -0.038               0.048              -0.055
           0.0257026               0.026              -0.039               0.048              -0.056
           0.0259026               0.026              -0.039               0.048              -0.056
           0.0261026               0.026              -0.039               0.049              -0.057
           0.0263026               0.026              -0.039               0.049              -0.057
           0.0265027               0.027               -0.04                0.05              -0.058
           0.0267027               0.027               -0.04                0.05              -0.058
           0.0269027               0.027               -0.04                0.05              -0.058
           0.0271027               0.027              -0.041               0.051              -0.059
           0.0273027               0.027              -0.041               0.051              -0.059
           0.0275028               0.028              -0.041               0.051               -0.06
           0.0277028               0.028              -0.042               0.052               -0.06
           0.0279028               0.028              -0.042               0.052              -0.061
           0.0281028               0.028              -0.042               0.052              -0.061
           0.0283028               0.028              -0.042               0.053              -0.061
           0.0285029               0.029              -0.043               0.053              -0.062
           0.0287029               0.029              -0.043               0.054              -0.062
           0.0289029               0.029              -0.043               0.054              -0.063
           0.0291029               0.029              -0.044               0.054              -0.063
           0.0293029               0.029              -0.044               0.055              -0.064
            0.029503                0.03              -0.044               0.055              -0.064
            0.029703                0.03              -0.044               0.055              -0.064
            0.029903                0.03              -0.045               0.056              -0.065
            0.030103                0.03              -0.045               0.056              -0.065
            0.030303                0.03              -0.045               0.057              -0.066
           0.0305031               0.031              -0.046               0.057              -0.066
           0.0307031               0.031              -0.046               0.057              -0.067
           0.0309031               0.031              -0.046               0.058              -0.067
           0.0311031               0.031              -0.047               0.058              -0.067
           0.0313031               0.031              -0.047               0.058              -0.068
           0.0315032               0.032              -0.047               0.059              -0.068
           0.0317032               0.032              -0.047               0.059              -0.069
           0.0319032               0.032              -0.048                0.06              -0.069
           0.0321032               0.032              -0.048                0.06               -0.07
           0.0323032               0.032              -0.048                0.06               -0.07
           0.0325033               0.033              -0.049               0.061               -0.07
           0.0327033               0.033              -0.049               0.061              -0.071
           0.0329033               0.033              -0.049               0.061              -0.071
           0.0331033               0.033               -0.05               0.062              -0.072
           0.0333033               0.033               -0.05               0.062              -0.072
           0.0335034               0.034               -0.05               0.062              -0.073
           0.0337034               0.034               -0.05               0.063              -0.073
           0.0339034               0.034              -0.051               0.063              -0.073
           0.0341034               0.034              -0.051               0.064              -0.074
           0.0343034               0.034              -0.051               0.064              -0.074
           0.0345035               0.035              -0.052               0.064              -0.075
           0.0347035               0.035              -0.052               0.065              -0.075
           0.0349035               0.035              -0.052               0.065              -0.076
           0.0351035               0.035              -0.053               0.065              -0.076
           0.0353035               0.035              -0.053               0.066              -0.076
           0.0355036               0.036              -0.053               0.066              -0.077
           0.0357036               0.036              -0.053               0.067              -0.077
           0.0359036               0.036              -0.054               0.067              -0.078
           0.0361036               0.036              -0.054               0.067              -0.078
           0.0363036               0.036              -0.054               0.068              -0.078
           0.0365037               0.037              -0.055               0.068              -0.079
           0.0367037               0.037              -0.055               0.068              -0.079
           0.0369037               0.037              -0.055               0.069               -0.08
           0.0371037               0.037              -0.056               0.069               -0.08
           0.0373037               0.037              -0.056               0.069              -0.081
           0.0375038               0.038              -0.056                0.07              -0.081
           0.0377038               0.038              -0.056                0.07              -0.081
           0.0379038               0.038              -0.057               0.071              -0.082
           0.0381038               0.038              -0.057               0.071              -0.082
           0.0383038               0.038              -0.057               0.071              -0.083
           0.0385039               0.039              -0.058               0.072              -0.083
           0.0387039               0.039              -0.058               0.072              -0.084
           0.0389039               0.039              -0.058               0.072              -0.084
           0.0391039               0.039              -0.059               0.073              -0.084
           0.0393039               0.039              -0.059               0.073              -0.085
            0.039504                0.04              -0.059               0.074              -0.085
            0.039704                0.04              -0.059               0.074              -0.086
            0.039904                0.04               -0.06               0.074              -0.086
            0.040104                0.04               -0.06               0.075              -0.086
            0.040304                0.04               -0.06               0.075              -0.087
           0.0405041               0.041              -0.061               0.075              -0.087
           0.0407041               0.041              -0.061               0.076              -0.088
           0.0409041               0.041              -0.061               0.076              -0.088
           0.0411041               0.041              -0.061               0.076              -0.089
           0.0413041               0.041              -0.062               0.077              -0.089
           0.0415042               0.042              -0.062               0.077              -0.089
           0.0417042               0.042              -0.062               0.078               -0.09
           0.0419042               0.042              -0.063               0.078               -0.09
           0.0421042               0.042              -0.063               0.078              -0.091
           0.0423042               0.042              -0.063               0.079              -0.091
           0.0425043               0.043              -0.064               0.079              -0.091
           0.0427043               0.043              -0.064               0.079              -0.092
           0.0429043               0.043              -0.064                0.08              -0.092
           0.0431043               0.043              -0.064                0.08              -0.093
           0.0433043               0.043              -0.065                0.08              -0.093
           0.0435044               0.044              -0.065               0.081              -0.094
           0.0437044               0.044              -0.065               0.081              -0.094
           0.0439044               0.044              -0.066               0.082              -0.094
           0.0441044               0.044              -0.066               0.082              -0.095
           0.0443044               0.044              -0.066               0.082              -0.095
           0.0445045               0.045              -0.067               0.083              -0.096
           0.0447045               0.045              -0.067               0.083              -0.096
           0.0449045               0.045              -0.067               0.083              -0.096
           0.0451045               0.045              -0.067               0.084              -0.097
           0.0453045               0.045              -0.068               0.084              -0.097
           0.0455046               0.046              -0.068               0.084              -0.098
           0.0457046               0.046              -0.068               0.085              -0.098
           0.0459046               0.046              -0.069               0.085              -0.099
           0.0461046               0.046              -0.069               0.086              -0.099
           0.0463046               0.046              -0.069               0.086              -0.099
           0.0465047               0.047               -0.07               0.086                -0.1
           0.0467047               0.047               -0.07               0.087                -0.1
           0.0469047               0.047               -0.07               0.087              -0.101
           0.0471047               0.047               -0.07               0.087              -0.101
           0.0473047               0.047              -0.071               0.088              -0.101
           0.0475048               0.048              -0.071               0.088              -0.102
           0.0477048               0.048              -0.071               0.088              -0.102
           0.0479048               0.048              -0.072               0.089              -0.103
           0.0481048               0.048              -0.072               0.089              -0.103
           0.0483048               0.048              -0.072                0.09              -0.103
           0.0485049               0.049              -0.072                0.09              -0.104
           0.0487049               0.049              -0.073                0.09              -0.104
           0.0489049               0.049              -0.073               0.091              -0.105
           0.0491049               0.049              -0.073               0.091              -0.105
           0.0493049               0.049              -0.074               0.091              -0.106
            0.049505                0.05              -0.074               0.092              -0.106
            0.049705                0.05              -0.074               0.092              -0.106
            0.049905                0.05              -0.075               0.092              -0.107
            0.050105                0.05              -0.075               0.093              -0.107
            0.050305                0.05              -0.075               0.093              -0.108
           0.0505051               0.051              -0.075               0.094              -0.108
           0.0507051               0.051              -0.076               0.094              -0.108
           0.0509051               0.051              -0.076               0.094              -0.109
           0.0511051               0.051              -0.076               0.095              -0.109
           0.0513051               0.051              -0.077               0.095               -0.11
           0.0515052               0.052              -0.077               0.095               -0.11
           0.0517052               0.052              -0.077               0.096               -0.11
           0.0519052               0.052              -0.078               0.096              -0.111
           0.0521052               0.052              -0.078               0.096              -0.111
           0.0523052               0.052              -0.078               0.097              -0.112
           0.0525053               0.053              -0.078               0.097              -0.112
           0.0527053               0.053              -0.079               0.098              -0.112
           0.0529053               0.053              -0.079               0.098              -0.113
           0.0531053               0.053              -0.079               0.098              -0.113
           0.0533053               0.053               -0.08               0.099              -0.114
           0.0535054               0.054               -0.08               0.099              -0.114
           0.0537054               0.054               -0.08               0.099              -0.114
           0.0539054               0.054               -0.08                 0.1              -0.115
           0.0541054               0.054              -0.081                 0.1              -0.115
           0.0543054               0.054              -0.081                 0.1              -0.116
           0.0545055               0.055              -0.081               0.101              -0.116
           0.0547055               0.055              -0.082               0.101              -0.116
           0.0549055               0.055              -0.082               0.102              -0.117
           0.0551055               0.055              -0.082               0.102              -0.117
           0.0553055               0.055              -0.083               0.102              -0.118
           0.0555056               0.056              -0.083               0.103              -0.118
           0.0557056               0.056              -0.083               0.103              -0.118
           0.0559056               0.056              -0.083               0.103              -0.119
           0.0561056               0.056              -0.084               0.104              -0.119
           0.0563056               0.056              -0.084               0.104               -0.12
           0.0565057               0.057              -0.084               0.104               -0.12
           0.0567057               0.057              -0.085               0.105               -0.12
           0.0569057               0.057              -0.085               0.105              -0.121
           0.0571057               0.057              -0.085               0.105              -0.121
           0.0573057               0.057              -0.085               0.106              -0.122
           0.0575058               0.058              -0.086               0.106              -0.122
           0.0577058               0.058              -0.086               0.107              -0.122
           0.0579058               0.058              -0.086               0.107              -0.123
           0.0581058               0.058              -0.087               0.107              -0.123
           0.0583058               0.058              -0.087               0.108              -0.124
           0.0585059               0.059              -0.087               0.108              -0.124
           0.0587059               0.059              -0.088               0.108              -0.124
           0.0589059               0.059              -0.088               0.109              -0.125
           0.0591059               0.059              -0.088               0.109              -0.125
           0.0593059               0.059              -0.088               0.109              -0.126
            0.059506                0.06              -0.089                0.11              -0.126
            0.059706                0.06              -0.089                0.11              -0.126
            0.059906                0.06              -0.089                0.11              -0.127
            0.060106                0.06               -0.09               0.111              -0.127
            0.060306                0.06               -0.09               0.111              -0.128
           0.0605061               0.061               -0.09               0.112              -0.128
           0.0607061               0.061               -0.09               0.112              -0.128
           0.0609061               0.061              -0.091               0.112              -0.129
           0.0611061               0.061              -0.091               0.113              -0.129
           0.0613061               0.061              -0.091               0.113               -0.13
           0.0615062               0.062              -0.092               0.113               -0.13
           0.0617062               0.062              -0.092               0.114               -0.13
           0.0619062               0.062              -0.092               0.114              -0.131
           0.0621062               0.062              -0.093               0.114              -0.131
           0.0623062               0.062              -0.093               0.115              -0.132
           0.0625063               0.063              -0.093               0.115              -0.132
           0.0627063               0.063              -0.093               0.115              -0.132
           0.0629063               0.063              -0.094               0.116              -0.133
           0.0631063               0.063              -0.094               0.116              -0.133
           0.0633063               0.063              -0.094               0.116              -0.134
           0.0635064               0.064              -0.095               0.117              -0.134
           0.0637064               0.064              -0.095               0.117              -0.134
           0.0639064               0.064              -0.095               0.118              -0.135
           0.0641064               0.064              -0.096               0.118              -0.135
           0.0643064               0.064              -0.096               0.118              -0.135
           0.0645065               0.065              -0.096               0.119              -0.136
           0.0647065               0.065              -0.096               0.119              -0.136
           0.0649065               0.065              -0.097               0.119              -0.137
           0.0651065               0.065              -0.097                0.12              -0.137
           0.0653065               0.065              -0.097                0.12              -0.137
           0.0655066               0.066              -0.098                0.12              -0.138
           0.0657066               0.066              -0.098               0.121              -0.138
           0.0659066               0.066              -0.098               0.121              -0.139
           0.0661066               0.066              -0.098               0.121              -0.139
           0.0663066               0.066              -0.099               0.122              -0.139
